Attacker,Bot,Attack Block,Attack Gas Price,Victim Sender,Victim Receiver,Victim Block,Victim Gas Price,Cost,Profit,Bot Cluster ID,Gas Price Delta,Block Delta
0x498B859D2e59958E209d7DD262324C8D31b12B12,0x40DDE6092a77eC2d00eB4fa14f0c5d92d835d673,10220572,25.000000001,0xdd5a1C148Ca114af2F4EBC639ce21fEd4730a608,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10220572,25.0,1.5392939360431142,506.70615083510836,7,1.000000082740371e-09,0
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10664303,101.000000001,0xF27696C8BCa7D54D696189085Ae1283f59342fA6,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10664303,101.0,13.45638917341817,52.248037169228105,11,1.0000036354540498e-09,0
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10714386,73.000000001,0x0385b3F162a0e001b60Ecb84D3CB06199d78f666,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10714386,73.0,6.236881842476743,1212.6200400778764,11,1.0000036354540498e-09,0
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10764392,117.000000001,0xF27696C8BCa7D54D696189085Ae1283f59342fA6,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10764392,117.0,17.99828388187402,381.37625995218997,11,1.0000036354540498e-09,0
0x498B859D2e59958E209d7DD262324C8D31b12B12,0x40DDE6092a77eC2d00eB4fa14f0c5d92d835d673,10170937,25.000000001,0xdd5a1C148Ca114af2F4EBC639ce21fEd4730a608,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10170937,25.0,1.2798450251389846,0.07077416895890448,7,1.000000082740371e-09,0
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0x9a6de75b5ED999fBDc3FF71FC56562742531b35a,10564815,60.000000001,0xF27696C8BCa7D54D696189085Ae1283f59342fA6,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10564822,60.0,5.970302940259481,328.7716190963021,11,9.999965300266922e-10,7
0x498B859D2e59958E209d7DD262324C8D31b12B12,0x40DDE6092a77eC2d00eB4fa14f0c5d92d835d673,10271795,39.375350001,0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10271796,35.000000001,2.027445306358394,65.1682474079752,7,4.3753500000000045,1
0x498B859D2e59958E209d7DD262324C8D31b12B12,0x40DDE6092a77eC2d00eB4fa14f0c5d92d835d673,10271796,35.000000001,0xdd5a1C148Ca114af2F4EBC639ce21fEd4730a608,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10271798,35.0,2.019050488995021,209.2833216076268,7,9.999965300266922e-10,2
0x498B859D2e59958E209d7DD262324C8D31b12B12,0x40DDE6092a77eC2d00eB4fa14f0c5d92d835d673,10271795,39.375350001,0x0385b3F162a0e001b60Ecb84D3CB06199d78f666,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10271798,35.0,2.027445306358394,65.1682474079752,7,4.375350001000001,3
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10638055,124.000000001,0xF27696C8BCa7D54D696189085Ae1283f59342fA6,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10638055,124.0,11.399390486109567,4101.852802373465,11,1.0000036354540498e-09,0
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10714429,69.000000001,0xF27696C8BCa7D54D696189085Ae1283f59342fA6,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10714429,69.0,10.79405284782981,0.06708825874031472,11,1.0000036354540498e-09,0
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10664362,103.000000001,0xdd5a1C148Ca114af2F4EBC639ce21fEd4730a608,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10664362,103.0,51.43436026363789,554.0580104453725,11,1.0000036354540498e-09,0
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10740000,78.000000001,0xF27696C8BCa7D54D696189085Ae1283f59342fA6,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10740001,78.0,6.560539055756879,726.5202855017482,11,1.0000036354540498e-09,1
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0x9a6de75b5ED999fBDc3FF71FC56562742531b35a,10539701,90.000000001,0xdd5a1C148Ca114af2F4EBC639ce21fEd4730a608,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10539701,90.0,16.238830223912974,0.733067767678518,11,1.0000036354540498e-09,0
0x36451DC166Ee52Af314B64f760fD2e38E5906F50,0xe920B3F96Cb2bF1Ee9ee8921837de08273724242,10740025,78.000000001,0x0385b3F162a0e001b60Ecb84D3CB06199d78f666,0x103675510a219bd84CE91d1bcb82Ca194D665a09,10740025,78.0,7.809611050902886,206.67241671225676,11,1.0000036354540498e-09,0
